posterior_mu,generation,estimated_p_theta,Overall.Frequency,p_noise,prior_prob_noise
0.70197888598642,500,0.70197888598642,100,0.03333333333333333,0.03333333333333333
0.5474740160379316,500,0.5474740160379316,100,0.03333333333333333,0.03333333333333333
0.5837193135444496,500,0.5837193135444496,100,0.03333333333333333,0.03333333333333333
0.6739927167540662,500,0.6739927167540662,100,0.03333333333333333,0.03333333333333333
0.5270652228301572,500,0.5270652228301572,100,0.03333333333333333,0.03333333333333333
0.5671043649983295,500,0.5671043649983295,100,0.03333333333333333,0.03333333333333333
0.4242163596740317,500,0.4242163596740317,100,0.03333333333333333,0.03333333333333333
0.5610792162084012,500,0.5610792162084012,100,0.03333333333333333,0.03333333333333333
0.5700077557535329,500,0.5700077557535329,100,0.03333333333333333,0.03333333333333333
0.5730097589787808,500,0.5730097589787808,100,0.03333333333333333,0.03333333333333333
0.5134256506331066,500,0.5134256506331066,100,0.03333333333333333,0.03333333333333333
0.6348606640048732,500,0.6348606640048732,100,0.03333333333333333,0.03333333333333333
0.6455224583194136,500,0.6455224583194136,100,0.03333333333333333,0.03333333333333333
0.613330556197573,500,0.613330556197573,100,0.03333333333333333,0.03333333333333333
0.6094593219018369,500,0.6094593219018369,100,0.03333333333333333,0.03333333333333333
0.5363396793068599,500,0.5363396793068599,100,0.03333333333333333,0.03333333333333333
0.6621276189325482,500,0.6621276189325482,100,0.03333333333333333,0.03333333333333333
0.6251542128783352,500,0.6251542128783352,100,0.03333333333333333,0.03333333333333333
0.7048265536443568,500,0.7048265536443568,100,0.03333333333333333,0.03333333333333333
0.6157745847820867,500,0.6157745847820867,100,0.03333333333333333,0.03333333333333333
0.600143359640737,500,0.600143359640737,100,0.03333333333333333,0.03333333333333333
0.6574664713620296,500,0.6574664713620296,100,0.03333333333333333,0.03333333333333333
0.7327011810509676,500,0.7327011810509676,100,0.03333333333333333,0.03333333333333333
0.583441175015444,500,0.583441175015444,100,0.03333333333333333,0.03333333333333333
0.7406569983854787,500,0.7406569983854787,100,0.03333333333333333,0.03333333333333333
0.642090216271988,500,0.642090216271988,100,0.03333333333333333,0.03333333333333333
0.4704185442410505,500,0.4704185442410505,100,0.03333333333333333,0.03333333333333333
0.4676028012486147,500,0.4676028012486147,100,0.03333333333333333,0.03333333333333333
0.6035804276220011,500,0.6035804276220011,100,0.03333333333333333,0.03333333333333333
0.5426335641769829,500,0.5426335641769829,100,0.03333333333333333,0.03333333333333333
0.6795116745972238,500,0.6795116745972238,100,0.03333333333333333,0.03333333333333333
0.5381997508263212,500,0.5381997508263212,100,0.03333333333333333,0.03333333333333333
0.5788557215578746,500,0.5788557215578746,100,0.03333333333333333,0.03333333333333333
0.6757002899246362,500,0.6757002899246362,100,0.03333333333333333,0.03333333333333333
0.6401022490297794,500,0.6401022490297794,100,0.03333333333333333,0.03333333333333333
0.6738235331337631,500,0.6738235331337631,100,0.03333333333333333,0.03333333333333333
0.6109585050377304,500,0.6109585050377304,100,0.03333333333333333,0.03333333333333333
0.6837424471729098,500,0.6837424471729098,100,0.03333333333333333,0.03333333333333333
0.6557654442225321,500,0.6557654442225321,100,0.03333333333333333,0.03333333333333333
0.5903781790739786,500,0.5903781790739786,100,0.03333333333333333,0.03333333333333333
0.5837909055071843,500,0.5837909055071843,100,0.03333333333333333,0.03333333333333333
0.6445915940067608,500,0.6445915940067608,100,0.03333333333333333,0.03333333333333333
0.5366871144254273,500,0.5366871144254273,100,0.03333333333333333,0.03333333333333333
0.6585956629518693,500,0.6585956629518693,100,0.03333333333333333,0.03333333333333333
0.713223733897716,500,0.713223733897716,100,0.03333333333333333,0.03333333333333333
0.5216199261582614,500,0.5216199261582614,100,0.03333333333333333,0.03333333333333333
0.793717269308336,500,0.793717269308336,100,0.03333333333333333,0.03333333333333333
0.6105306962208559,500,0.6105306962208559,100,0.03333333333333333,0.03333333333333333
0.48165670106183583,500,0.48165670106183583,100,0.03333333333333333,0.03333333333333333
0.48504188845236457,500,0.48504188845236457,100,0.03333333333333333,0.03333333333333333
0.5635401780613511,500,0.5635401780613511,100,0.03333333333333333,0.03333333333333333
0.7520803292327739,500,0.7520803292327739,100,0.03333333333333333,0.03333333333333333
0.5838538336653624,500,0.5838538336653624,100,0.03333333333333333,0.03333333333333333
0.43944792906202845,500,0.43944792906202845,100,0.03333333333333333,0.03333333333333333
0.630248480937744,500,0.630248480937744,100,0.03333333333333333,0.03333333333333333
0.5721862214804814,500,0.5721862214804814,100,0.03333333333333333,0.03333333333333333
0.6596233979670592,500,0.6596233979670592,100,0.03333333333333333,0.03333333333333333
0.5218254706275128,500,0.5218254706275128,100,0.03333333333333333,0.03333333333333333
0.6127443612746162,500,0.6127443612746162,100,0.03333333333333333,0.03333333333333333
0.4910776520709329,500,0.4910776520709329,100,0.03333333333333333,0.03333333333333333
0.6109313478471005,500,0.6109313478471005,100,0.03333333333333333,0.03333333333333333
0.7360094045634268,500,0.7360094045634268,100,0.03333333333333333,0.03333333333333333
0.499307187582894,500,0.499307187582894,100,0.03333333333333333,0.03333333333333333
0.5365465589151563,500,0.5365465589151563,100,0.03333333333333333,0.03333333333333333
0.6312347009901496,500,0.6312347009901496,100,0.03333333333333333,0.03333333333333333
0.6036427257612105,500,0.6036427257612105,100,0.03333333333333333,0.03333333333333333
0.6506320676167345,500,0.6506320676167345,100,0.03333333333333333,0.03333333333333333
0.5421354913684902,500,0.5421354913684902,100,0.03333333333333333,0.03333333333333333
0.5977945546783356,500,0.5977945546783356,100,0.03333333333333333,0.03333333333333333
0.5697774223209511,500,0.5697774223209511,100,0.03333333333333333,0.03333333333333333
0.6613111548820519,500,0.6613111548820519,100,0.03333333333333333,0.03333333333333333
0.535025010543277,500,0.535025010543277,100,0.03333333333333333,0.03333333333333333
0.5554801063660781,500,0.5554801063660781,100,0.03333333333333333,0.03333333333333333
0.6321058281857829,500,0.6321058281857829,100,0.03333333333333333,0.03333333333333333
0.5950001626206062,500,0.5950001626206062,100,0.03333333333333333,0.03333333333333333
0.7967408266192686,500,0.7967408266192686,100,0.03333333333333333,0.03333333333333333
0.7847375886295223,500,0.7847375886295223,100,0.03333333333333333,0.03333333333333333
0.5469187953459678,500,0.5469187953459678,100,0.03333333333333333,0.03333333333333333
0.5772662345789072,500,0.5772662345789072,100,0.03333333333333333,0.03333333333333333
0.41856526222904594,500,0.41856526222904594,100,0.03333333333333333,0.03333333333333333
0.549496604257998,500,0.549496604257998,100,0.03333333333333333,0.03333333333333333
0.7377764883677372,500,0.7377764883677372,100,0.03333333333333333,0.03333333333333333
0.6490661059605318,500,0.6490661059605318,100,0.03333333333333333,0.03333333333333333
0.4292014890475136,500,0.4292014890475136,100,0.03333333333333333,0.03333333333333333
0.6951726156769468,500,0.6951726156769468,100,0.03333333333333333,0.03333333333333333
0.5131349661844816,500,0.5131349661844816,100,0.03333333333333333,0.03333333333333333
0.6266567375446648,500,0.6266567375446648,100,0.03333333333333333,0.03333333333333333
0.4599935083127394,500,0.4599935083127394,100,0.03333333333333333,0.03333333333333333
0.6024252382759233,500,0.6024252382759233,100,0.03333333333333333,0.03333333333333333
0.588769435897125,500,0.588769435897125,100,0.03333333333333333,0.03333333333333333
0.511660768062755,500,0.511660768062755,100,0.03333333333333333,0.03333333333333333
0.5023395962695062,500,0.5023395962695062,100,0.03333333333333333,0.03333333333333333
0.496196583856699,500,0.496196583856699,100,0.03333333333333333,0.03333333333333333
0.5269547771683978,500,0.5269547771683978,100,0.03333333333333333,0.03333333333333333
0.5853366071396863,500,0.5853366071396863,100,0.03333333333333333,0.03333333333333333
0.47553423287858043,500,0.47553423287858043,100,0.03333333333333333,0.03333333333333333
0.6807237309210368,500,0.6807237309210368,100,0.03333333333333333,0.03333333333333333
0.5606923492437491,500,0.5606923492437491,100,0.03333333333333333,0.03333333333333333
0.7211169780103871,500,0.7211169780103871,100,0.03333333333333333,0.03333333333333333
0.569553904037341,500,0.569553904037341,100,0.03333333333333333,0.03333333333333333
0.6516182822565034,500,0.6516182822565034,100,0.03333333333333333,0.03333333333333333
0.5118051988095389,500,0.5118051988095389,100,0.03333333333333333,0.03333333333333333
0.44685428809964295,500,0.44685428809964295,100,0.03333333333333333,0.03333333333333333
0.6973259994845237,500,0.6973259994845237,100,0.03333333333333333,0.03333333333333333
0.6202182007199207,500,0.6202182007199207,100,0.03333333333333333,0.03333333333333333
0.6371852692819742,500,0.6371852692819742,100,0.03333333333333333,0.03333333333333333
0.5390072748113036,500,0.5390072748113036,100,0.03333333333333333,0.03333333333333333
0.6971349580980898,500,0.6971349580980898,100,0.03333333333333333,0.03333333333333333
0.4538994015994173,500,0.4538994015994173,100,0.03333333333333333,0.03333333333333333
0.7946487006670583,500,0.7946487006670583,100,0.03333333333333333,0.03333333333333333
0.4828835333440436,500,0.4828835333440436,100,0.03333333333333333,0.03333333333333333
0.584467375422388,500,0.584467375422388,100,0.03333333333333333,0.03333333333333333
0.6047980844254641,500,0.6047980844254641,100,0.03333333333333333,0.03333333333333333
0.43252280438233776,500,0.43252280438233776,100,0.03333333333333333,0.03333333333333333
0.6140186928111914,500,0.6140186928111914,100,0.03333333333333333,0.03333333333333333
0.5669563794482523,500,0.5669563794482523,100,0.03333333333333333,0.03333333333333333
0.6694614517239256,500,0.6694614517239256,100,0.03333333333333333,0.03333333333333333
0.5845020377371247,500,0.5845020377371247,100,0.03333333333333333,0.03333333333333333
0.5811814954779775,500,0.5811814954779775,100,0.03333333333333333,0.03333333333333333
0.6200221502584035,500,0.6200221502584035,100,0.03333333333333333,0.03333333333333333
0.7200846398964132,500,0.7200846398964132,100,0.03333333333333333,0.03333333333333333
0.7722146608088247,500,0.7722146608088247,100,0.03333333333333333,0.03333333333333333
0.6362419104290005,500,0.6362419104290005,100,0.03333333333333333,0.03333333333333333
0.6001658431416379,500,0.6001658431416379,100,0.03333333333333333,0.03333333333333333
0.62188106243352,500,0.62188106243352,100,0.03333333333333333,0.03333333333333333
0.5897935767767436,500,0.5897935767767436,100,0.03333333333333333,0.03333333333333333
0.6806396916159806,500,0.6806396916159806,100,0.03333333333333333,0.03333333333333333
0.6133683130918164,500,0.6133683130918164,100,0.03333333333333333,0.03333333333333333
0.6927224662145522,500,0.6927224662145522,100,0.03333333333333333,0.03333333333333333
0.4344902910213615,500,0.4344902910213615,100,0.03333333333333333,0.03333333333333333
0.6901708605351089,500,0.6901708605351089,100,0.03333333333333333,0.03333333333333333
0.5493421207126928,500,0.5493421207126928,100,0.03333333333333333,0.03333333333333333
0.5619086434255355,500,0.5619086434255355,100,0.03333333333333333,0.03333333333333333
0.5196715627038528,500,0.5196715627038528,100,0.03333333333333333,0.03333333333333333
0.6055291566881134,500,0.6055291566881134,100,0.03333333333333333,0.03333333333333333
0.5108245299552872,500,0.5108245299552872,100,0.03333333333333333,0.03333333333333333
0.6257396281838221,500,0.6257396281838221,100,0.03333333333333333,0.03333333333333333
0.6772065335302778,500,0.6772065335302778,100,0.03333333333333333,0.03333333333333333
0.6910656642722887,500,0.6910656642722887,100,0.03333333333333333,0.03333333333333333
0.5185904348133317,500,0.5185904348133317,100,0.03333333333333333,0.03333333333333333
0.6516594026176913,500,0.6516594026176913,100,0.03333333333333333,0.03333333333333333
0.5446236741080545,500,0.5446236741080545,100,0.03333333333333333,0.03333333333333333
0.5334117542374897,500,0.5334117542374897,100,0.03333333333333333,0.03333333333333333
0.4896084888665309,500,0.4896084888665309,100,0.03333333333333333,0.03333333333333333
0.7392263642200976,500,0.7392263642200976,100,0.03333333333333333,0.03333333333333333
0.4862495923641711,500,0.4862495923641711,100,0.03333333333333333,0.03333333333333333
0.6326491134712904,500,0.6326491134712904,100,0.03333333333333333,0.03333333333333333
0.5155478356760499,500,0.5155478356760499,100,0.03333333333333333,0.03333333333333333
0.6842568099718052,500,0.6842568099718052,100,0.03333333333333333,0.03333333333333333
0.6203781592443576,500,0.6203781592443576,100,0.03333333333333333,0.03333333333333333
0.6653891554604027,500,0.6653891554604027,100,0.03333333333333333,0.03333333333333333
0.5693717179354512,500,0.5693717179354512,100,0.03333333333333333,0.03333333333333333
0.48746113974388267,500,0.48746113974388267,100,0.03333333333333333,0.03333333333333333
0.5122801976417776,500,0.5122801976417776,100,0.03333333333333333,0.03333333333333333
0.5932618546575765,500,0.5932618546575765,100,0.03333333333333333,0.03333333333333333
0.5826378733074874,500,0.5826378733074874,100,0.03333333333333333,0.03333333333333333
0.6182537450500855,500,0.6182537450500855,100,0.03333333333333333,0.03333333333333333
0.7896273172756355,500,0.7896273172756355,100,0.03333333333333333,0.03333333333333333
0.4786290314888854,500,0.4786290314888854,100,0.03333333333333333,0.03333333333333333
0.6013039506739007,500,0.6013039506739007,100,0.03333333333333333,0.03333333333333333
0.655008150831951,500,0.655008150831951,100,0.03333333333333333,0.03333333333333333
0.49899838096483046,500,0.49899838096483046,100,0.03333333333333333,0.03333333333333333
0.36102371789225424,500,0.36102371789225424,100,0.03333333333333333,0.03333333333333333
0.5894320453665151,500,0.5894320453665151,100,0.03333333333333333,0.03333333333333333
0.5664313207257592,500,0.5664313207257592,100,0.03333333333333333,0.03333333333333333
0.543329257781817,500,0.543329257781817,100,0.03333333333333333,0.03333333333333333
0.5160370887734531,500,0.5160370887734531,100,0.03333333333333333,0.03333333333333333
0.588641971469834,500,0.588641971469834,100,0.03333333333333333,0.03333333333333333
0.516724145476196,500,0.516724145476196,100,0.03333333333333333,0.03333333333333333
0.6448145673489533,500,0.6448145673489533,100,0.03333333333333333,0.03333333333333333
0.6197397376271946,500,0.6197397376271946,100,0.03333333333333333,0.03333333333333333
0.43053096175710465,500,0.43053096175710465,100,0.03333333333333333,0.03333333333333333
0.5542234776383611,500,0.5542234776383611,100,0.03333333333333333,0.03333333333333333
0.6624735518110951,500,0.6624735518110951,100,0.03333333333333333,0.03333333333333333
0.5184513648770904,500,0.5184513648770904,100,0.03333333333333333,0.03333333333333333
0.6362957768313625,500,0.6362957768313625,100,0.03333333333333333,0.03333333333333333
0.7279318921424583,500,0.7279318921424583,100,0.03333333333333333,0.03333333333333333
0.6319300285640469,500,0.6319300285640469,100,0.03333333333333333,0.03333333333333333
0.7149486871565893,500,0.7149486871565893,100,0.03333333333333333,0.03333333333333333
0.6587565297049653,500,0.6587565297049653,100,0.03333333333333333,0.03333333333333333
0.3850279821322779,500,0.3850279821322779,100,0.03333333333333333,0.03333333333333333
0.6342845976692308,500,0.6342845976692308,100,0.03333333333333333,0.03333333333333333
0.5647506264917004,500,0.5647506264917004,100,0.03333333333333333,0.03333333333333333
0.7001070226498181,500,0.7001070226498181,100,0.03333333333333333,0.03333333333333333
0.5433885626737516,500,0.5433885626737516,100,0.03333333333333333,0.03333333333333333
0.527831128543506,500,0.527831128543506,100,0.03333333333333333,0.03333333333333333
0.647619530697118,500,0.647619530697118,100,0.03333333333333333,0.03333333333333333
0.5869245912212879,500,0.5869245912212879,100,0.03333333333333333,0.03333333333333333
0.658086054586819,500,0.658086054586819,100,0.03333333333333333,0.03333333333333333
0.6622890194826496,500,0.6622890194826496,100,0.03333333333333333,0.03333333333333333
0.7183201033286938,500,0.7183201033286938,100,0.03333333333333333,0.03333333333333333
0.49495062029466896,500,0.49495062029466896,100,0.03333333333333333,0.03333333333333333
0.5540843119308032,500,0.5540843119308032,100,0.03333333333333333,0.03333333333333333
0.6566976941570472,500,0.6566976941570472,100,0.03333333333333333,0.03333333333333333
0.38465988454240646,500,0.38465988454240646,100,0.03333333333333333,0.03333333333333333
0.745863659931845,500,0.745863659931845,100,0.03333333333333333,0.03333333333333333
0.35638702248748266,500,0.35638702248748266,100,0.03333333333333333,0.03333333333333333
0.6197923853802868,500,0.6197923853802868,100,0.03333333333333333,0.03333333333333333
0.5414229181213939,500,0.5414229181213939,100,0.03333333333333333,0.03333333333333333
0.6821125366494979,500,0.6821125366494979,100,0.03333333333333333,0.03333333333333333
0.6710072035127929,500,0.6710072035127929,100,0.03333333333333333,0.03333333333333333
0.5435444396701002,500,0.5435444396701002,100,0.03333333333333333,0.03333333333333333
0.5045231259818856,500,0.5045231259818856,100,0.03333333333333333,0.03333333333333333
0.48791303785215484,500,0.48791303785215484,100,0.03333333333333333,0.03333333333333333
0.5620654026921457,500,0.5620654026921457,100,0.03333333333333333,0.03333333333333333
0.5312141699212198,500,0.5312141699212198,100,0.03333333333333333,0.03333333333333333
0.40718405049369766,500,0.40718405049369766,100,0.03333333333333333,0.03333333333333333
0.5163753645035997,500,0.5163753645035997,100,0.03333333333333333,0.03333333333333333
0.6386056540478018,500,0.6386056540478018,100,0.03333333333333333,0.03333333333333333
0.6694938385751902,500,0.6694938385751902,100,0.03333333333333333,0.03333333333333333
0.6267635815969024,500,0.6267635815969024,100,0.03333333333333333,0.03333333333333333
0.6016045359899407,500,0.6016045359899407,100,0.03333333333333333,0.03333333333333333
0.6298750479030542,500,0.6298750479030542,100,0.03333333333333333,0.03333333333333333
0.6506614032648531,500,0.6506614032648531,100,0.03333333333333333,0.03333333333333333
0.724108773105691,500,0.724108773105691,100,0.03333333333333333,0.03333333333333333
0.7051506294561571,500,0.7051506294561571,100,0.03333333333333333,0.03333333333333333
0.618318329534534,500,0.618318329534534,100,0.03333333333333333,0.03333333333333333
0.5253273569901583,500,0.5253273569901583,100,0.03333333333333333,0.03333333333333333
0.7637653618898351,500,0.7637653618898351,100,0.03333333333333333,0.03333333333333333
0.5438298572906014,500,0.5438298572906014,100,0.03333333333333333,0.03333333333333333
0.6694044405351228,500,0.6694044405351228,100,0.03333333333333333,0.03333333333333333
0.510305878169188,500,0.510305878169188,100,0.03333333333333333,0.03333333333333333
0.47281266582693793,500,0.47281266582693793,100,0.03333333333333333,0.03333333333333333
0.7724399548231738,500,0.7724399548231738,100,0.03333333333333333,0.03333333333333333
0.6033832009289533,500,0.6033832009289533,100,0.03333333333333333,0.03333333333333333
0.5809508222088781,500,0.5809508222088781,100,0.03333333333333333,0.03333333333333333
0.6327940457925972,500,0.6327940457925972,100,0.03333333333333333,0.03333333333333333
0.6395844930567147,500,0.6395844930567147,100,0.03333333333333333,0.03333333333333333
0.5847554151107607,500,0.5847554151107607,100,0.03333333333333333,0.03333333333333333
0.718406477235907,500,0.718406477235907,100,0.03333333333333333,0.03333333333333333
0.6098294979191116,500,0.6098294979191116,100,0.03333333333333333,0.03333333333333333
0.5767626337199973,500,0.5767626337199973,100,0.03333333333333333,0.03333333333333333
0.6530055545622803,500,0.6530055545622803,100,0.03333333333333333,0.03333333333333333
0.6275647205056771,500,0.6275647205056771,100,0.03333333333333333,0.03333333333333333
0.5715477873401847,500,0.5715477873401847,100,0.03333333333333333,0.03333333333333333
0.578450435644734,500,0.578450435644734,100,0.03333333333333333,0.03333333333333333
0.6036846222682405,500,0.6036846222682405,100,0.03333333333333333,0.03333333333333333
0.6938277643469839,500,0.6938277643469839,100,0.03333333333333333,0.03333333333333333
0.7496161389464684,500,0.7496161389464684,100,0.03333333333333333,0.03333333333333333
0.6714448790033191,500,0.6714448790033191,100,0.03333333333333333,0.03333333333333333
0.46279261668159183,500,0.46279261668159183,100,0.03333333333333333,0.03333333333333333
0.5257075465121316,500,0.5257075465121316,100,0.03333333333333333,0.03333333333333333
0.6040390847562659,500,0.6040390847562659,100,0.03333333333333333,0.03333333333333333
0.5070456008321834,500,0.5070456008321834,100,0.03333333333333333,0.03333333333333333
0.4760942843113787,500,0.4760942843113787,100,0.03333333333333333,0.03333333333333333
0.5128872526643745,500,0.5128872526643745,100,0.03333333333333333,0.03333333333333333
0.6160793678845851,500,0.6160793678845851,100,0.03333333333333333,0.03333333333333333
0.7080357081804373,500,0.7080357081804373,100,0.03333333333333333,0.03333333333333333
0.5469477502777831,500,0.5469477502777831,100,0.03333333333333333,0.03333333333333333
0.452092767561252,500,0.452092767561252,100,0.03333333333333333,0.03333333333333333
0.5855444117090656,500,0.5855444117090656,100,0.03333333333333333,0.03333333333333333
0.5835700580792119,500,0.5835700580792119,100,0.03333333333333333,0.03333333333333333
0.44023040096407484,500,0.44023040096407484,100,0.03333333333333333,0.03333333333333333
0.5206155236114473,500,0.5206155236114473,100,0.03333333333333333,0.03333333333333333
0.5115377117501947,500,0.5115377117501947,100,0.03333333333333333,0.03333333333333333
0.6415439045326526,500,0.6415439045326526,100,0.03333333333333333,0.03333333333333333
0.48162429816207664,500,0.48162429816207664,100,0.03333333333333333,0.03333333333333333
0.6503154908695937,500,0.6503154908695937,100,0.03333333333333333,0.03333333333333333
0.7310758236215127,500,0.7310758236215127,100,0.03333333333333333,0.03333333333333333
0.7601644904490157,500,0.7601644904490157,100,0.03333333333333333,0.03333333333333333
0.6501896490583498,500,0.6501896490583498,100,0.03333333333333333,0.03333333333333333
0.569998196337421,500,0.569998196337421,100,0.03333333333333333,0.03333333333333333
0.7857340081938387,500,0.7857340081938387,100,0.03333333333333333,0.03333333333333333
0.6967745473453106,500,0.6967745473453106,100,0.03333333333333333,0.03333333333333333
0.5902309978583439,500,0.5902309978583439,100,0.03333333333333333,0.03333333333333333
0.6850993540092384,500,0.6850993540092384,100,0.03333333333333333,0.03333333333333333
0.7627671053301126,500,0.7627671053301126,100,0.03333333333333333,0.03333333333333333
0.46148433992009935,500,0.46148433992009935,100,0.03333333333333333,0.03333333333333333
0.3831769224369083,500,0.3831769224369083,100,0.03333333333333333,0.03333333333333333
0.7300679094533793,500,0.7300679094533793,100,0.03333333333333333,0.03333333333333333
0.6367107647742238,500,0.6367107647742238,100,0.03333333333333333,0.03333333333333333
0.6213845608273106,500,0.6213845608273106,100,0.03333333333333333,0.03333333333333333
0.6899388404052329,500,0.6899388404052329,100,0.03333333333333333,0.03333333333333333
0.5614828571808892,500,0.5614828571808892,100,0.03333333333333333,0.03333333333333333
0.568549106369504,500,0.568549106369504,100,0.03333333333333333,0.03333333333333333
0.6092230307960028,500,0.6092230307960028,100,0.03333333333333333,0.03333333333333333
0.5531530242489707,500,0.5531530242489707,100,0.03333333333333333,0.03333333333333333
0.6004477601578883,500,0.6004477601578883,100,0.03333333333333333,0.03333333333333333
0.3742545836792517,500,0.3742545836792517,100,0.03333333333333333,0.03333333333333333
0.5542301041565441,500,0.5542301041565441,100,0.03333333333333333,0.03333333333333333
0.6427491498949591,500,0.6427491498949591,100,0.03333333333333333,0.03333333333333333
0.6053290002463768,500,0.6053290002463768,100,0.03333333333333333,0.03333333333333333
0.6754851670173968,500,0.6754851670173968,100,0.03333333333333333,0.03333333333333333
0.566482128718192,500,0.566482128718192,100,0.03333333333333333,0.03333333333333333
0.5724206776101431,500,0.5724206776101431,100,0.03333333333333333,0.03333333333333333
0.5531874172398009,500,0.5531874172398009,100,0.03333333333333333,0.03333333333333333
0.48331433057218665,500,0.48331433057218665,100,0.03333333333333333,0.03333333333333333
0.5931332577928728,500,0.5931332577928728,100,0.03333333333333333,0.03333333333333333
0.6138575048427964,500,0.6138575048427964,100,0.03333333333333333,0.03333333333333333
0.6074696048161407,500,0.6074696048161407,100,0.03333333333333333,0.03333333333333333
0.6894433066822494,500,0.6894433066822494,100,0.03333333333333333,0.03333333333333333
0.6780802587255943,500,0.6780802587255943,100,0.03333333333333333,0.03333333333333333
0.6104235111298107,500,0.6104235111298107,100,0.03333333333333333,0.03333333333333333
0.7009546836338568,500,0.7009546836338568,100,0.03333333333333333,0.03333333333333333
0.48163549056503696,500,0.48163549056503696,100,0.03333333333333333,0.03333333333333333
0.6075927637109911,500,0.6075927637109911,100,0.03333333333333333,0.03333333333333333
0.6228622466830351,500,0.6228622466830351,100,0.03333333333333333,0.03333333333333333
0.6576859320206144,500,0.6576859320206144,100,0.03333333333333333,0.03333333333333333
0.6055743361308124,500,0.6055743361308124,100,0.03333333333333333,0.03333333333333333
0.748125161075176,500,0.748125161075176,100,0.03333333333333333,0.03333333333333333
0.7644194486254345,500,0.7644194486254345,100,0.03333333333333333,0.03333333333333333
0.49518550888603213,500,0.49518550888603213,100,0.03333333333333333,0.03333333333333333
0.7277607259369903,500,0.7277607259369903,100,0.03333333333333333,0.03333333333333333
0.5753947819386902,500,0.5753947819386902,100,0.03333333333333333,0.03333333333333333
0.6276608290206273,500,0.6276608290206273,100,0.03333333333333333,0.03333333333333333
0.5295647824787063,500,0.5295647824787063,100,0.03333333333333333,0.03333333333333333
0.5381175070680514,500,0.5381175070680514,100,0.03333333333333333,0.03333333333333333
0.653927915116558,500,0.653927915116558,100,0.03333333333333333,0.03333333333333333
0.6717219415018987,500,0.6717219415018987,100,0.03333333333333333,0.03333333333333333
0.7541246087272079,500,0.7541246087272079,100,0.03333333333333333,0.03333333333333333
0.6333531604808869,500,0.6333531604808869,100,0.03333333333333333,0.03333333333333333
0.6864978892402912,500,0.6864978892402912,100,0.03333333333333333,0.03333333333333333
0.6152652230295039,500,0.6152652230295039,100,0.03333333333333333,0.03333333333333333
0.62752213166933,500,0.62752213166933,100,0.03333333333333333,0.03333333333333333
0.6400121416138166,500,0.6400121416138166,100,0.03333333333333333,0.03333333333333333
0.6367813798360323,500,0.6367813798360323,100,0.03333333333333333,0.03333333333333333
0.560130698313384,500,0.560130698313384,100,0.03333333333333333,0.03333333333333333
0.5027195920319132,500,0.5027195920319132,100,0.03333333333333333,0.03333333333333333
0.5056223933612636,500,0.5056223933612636,100,0.03333333333333333,0.03333333333333333
0.3343182859608346,500,0.3343182859608346,100,0.03333333333333333,0.03333333333333333
0.7100097097845468,500,0.7100097097845468,100,0.03333333333333333,0.03333333333333333
0.7016247346857352,500,0.7016247346857352,100,0.03333333333333333,0.03333333333333333
0.8006167673320138,500,0.8006167673320138,100,0.03333333333333333,0.03333333333333333
0.6661441814036194,500,0.6661441814036194,100,0.03333333333333333,0.03333333333333333
0.4924786062541771,500,0.4924786062541771,100,0.03333333333333333,0.03333333333333333
0.5610833747306483,500,0.5610833747306483,100,0.03333333333333333,0.03333333333333333
0.6362037987450907,500,0.6362037987450907,100,0.03333333333333333,0.03333333333333333
0.5377588121455322,500,0.5377588121455322,100,0.03333333333333333,0.03333333333333333
0.5785576186553806,500,0.5785576186553806,100,0.03333333333333333,0.03333333333333333
0.46252042623035483,500,0.46252042623035483,100,0.03333333333333333,0.03333333333333333
0.6537947922844588,500,0.6537947922844588,100,0.03333333333333333,0.03333333333333333
0.7090114503108665,500,0.7090114503108665,100,0.03333333333333333,0.03333333333333333
0.7338843744313855,500,0.7338843744313855,100,0.03333333333333333,0.03333333333333333
0.5750383044068995,500,0.5750383044068995,100,0.03333333333333333,0.03333333333333333
0.7571954447262835,500,0.7571954447262835,100,0.03333333333333333,0.03333333333333333
0.6595035781762102,500,0.6595035781762102,100,0.03333333333333333,0.03333333333333333
0.4625414526888681,500,0.4625414526888681,100,0.03333333333333333,0.03333333333333333
0.39149622468306583,500,0.39149622468306583,100,0.03333333333333333,0.03333333333333333
0.7384376457515186,500,0.7384376457515186,100,0.03333333333333333,0.03333333333333333
0.6094120121796037,500,0.6094120121796037,100,0.03333333333333333,0.03333333333333333
0.5884329308895394,500,0.5884329308895394,100,0.03333333333333333,0.03333333333333333
0.4604871972655017,500,0.4604871972655017,100,0.03333333333333333,0.03333333333333333
0.5424219303704804,500,0.5424219303704804,100,0.03333333333333333,0.03333333333333333
0.6246505070809089,500,0.6246505070809089,100,0.03333333333333333,0.03333333333333333
0.5792169203529198,500,0.5792169203529198,100,0.03333333333333333,0.03333333333333333
0.6016438118950131,500,0.6016438118950131,100,0.03333333333333333,0.03333333333333333
0.5204754097928007,500,0.5204754097928007,100,0.03333333333333333,0.03333333333333333
0.5434222091554053,500,0.5434222091554053,100,0.03333333333333333,0.03333333333333333
0.49306232706228065,500,0.49306232706228065,100,0.03333333333333333,0.03333333333333333
0.5465779831461817,500,0.5465779831461817,100,0.03333333333333333,0.03333333333333333
