posterior_mu,generation,estimated_p_theta,FrequencyPer350Mil,WordA,WordB,RelFreq,GenPref
0.8972666255352967,500,0.8972666255352967,6,20s,30s,1,0.840394712434976
0.8972666255352967,500,0.8972666255352967,6,20s,30s,1,0.840394712434976
0.7980646601699463,500,0.7980646601699463,6,20s,30s,1,0.840394712434976
0.8034724863901546,500,0.8034724863901546,6,20s,30s,1,0.840394712434976
0.8475582147596566,500,0.8475582147596566,6,20s,30s,1,0.840394712434976
0.8000291786414705,500,0.8000291786414705,6,20s,30s,1,0.840394712434976
0.8000291786414705,500,0.8000291786414705,6,20s,30s,1,0.840394712434976
0.8528287536861434,500,0.8528287536861434,6,20s,30s,1,0.840394712434976
0.853946770920711,500,0.853946770920711,6,20s,30s,1,0.840394712434976
0.8503738808689233,500,0.8503738808689233,6,20s,30s,1,0.840394712434976
0.6192691961372847,500,0.6192691961372847,1,a.b.,m.a.,1,0.67148320052482
0.6990662632749011,500,0.6990662632749011,1,a.b.,m.a.,1,0.67148320052482
0.6192691961372847,500,0.6192691961372847,1,a.b.,m.a.,1,0.67148320052482
0.6192691961372847,500,0.6192691961372847,1,a.b.,m.a.,1,0.67148320052482
0.6990662632749011,500,0.6990662632749011,1,a.b.,m.a.,1,0.67148320052482
0.6192691961372847,500,0.6192691961372847,1,a.b.,m.a.,1,0.67148320052482
0.6192691961372847,500,0.6192691961372847,1,a.b.,m.a.,1,0.67148320052482
0.6990662632749011,500,0.6990662632749011,1,a.b.,m.a.,1,0.67148320052482
0.6192691961372847,500,0.6192691961372847,1,a.b.,m.a.,1,0.67148320052482
0.6990662632749011,500,0.6990662632749011,1,a.b.,m.a.,1,0.67148320052482
0.7895098204572879,500,0.7895098204572879,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7895098204572879,500,0.7895098204572879,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7136269683969453,500,0.7136269683969453,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7136269683969453,500,0.7136269683969453,1,abasement,humiliation,0.470046082949309,0.770008508566654
0.7136269683969453,500,0.7136269683969453,1,abasement,humiliation,0.470046082949309,0.770008508566654
