Estimate,Est.Error,Q2.5,Q97.5,checkpoint,Parameter,% Samples > 0
0.22307392358004152,0.15874762048421895,-0.08679961919236363,0.5388508096041261,step0-tokens0B,Intercept,92.205
0.14907720323590437,0.24427403020131902,-0.3267401190774409,0.6227259057900921,step0-tokens0B,Culture,72.82499999999999
0.2862915622331531,0.24892728532161235,-0.20669077252608764,0.7771477727775087,step0-tokens0B,Power,19.42
-0.06983520549772754,0.08186498125945825,-0.231537230422716,0.09058452638465023,step0-tokens0B,Freq,59.28
0.0296076971456564,0.12677828349646303,-0.21961604799838452,0.278341542773139,step0-tokens0B,Len,87.675
0.07632266527270488,0.2777503613299535,-0.46747380713175757,0.6247948196107204,step1000-tokens4B,Intercept,61.265
-2.1027665683629584,0.46718663457891446,-3.01405828875868,-1.1884737205122047,step1000-tokens4B,Culture,0
-1.1083930634397496,0.45355159865746386,-1.9992530333683294,-0.21815705617252648,step1000-tokens4B,Power,99.685
0.4178717847550858,0.14998775388705074,0.12556845276624665,0.7126773041621867,step1000-tokens4B,Freq,99.98
0.8289567388334442,0.23110875379316234,0.37314523584287995,1.279178132286719,step1000-tokens4B,Len,0.6649999999999999
0.17876035677321145,0.22856212172663715,-0.2680852063886981,0.6281973657555409,step10000-tokens41B,Intercept,78.325
-0.3768212676989465,0.3471878005967636,-1.0648017892641193,0.3051038066683286,step10000-tokens41B,Culture,13.600000000000001
1.289540419748518,0.37256514992664774,0.5681350994203226,2.0374922088056104,step10000-tokens41B,Power,38.425
-0.03490011743542592,0.12121635266094075,-0.2742118440074826,0.202228978259698,step10000-tokens41B,Freq,100
0.8072408131592687,0.1880498657087533,0.4380677865071699,1.1794677087289038,step10000-tokens41B,Len,99.995
-0.4578833296543486,0.18256304637127926,-0.8161563987392273,-0.0988078924864969,step100000-tokens419B,Intercept,0.655
-0.12484780235702668,0.2822552407557425,-0.6787800196475035,0.4371071006714214,step100000-tokens419B,Culture,32.2
0.5077408387520155,0.2890912082169066,-0.05635641569152491,1.0733267573781278,step100000-tokens419B,Power,99.39
0.24008952142047726,0.09646242097272004,0.053388983869064204,0.43122442220260865,step100000-tokens419B,Freq,2.35
-0.29757389251588595,0.15016713824438718,-0.5908684075921312,-0.005109847384982194,step100000-tokens419B,Len,96.07
0.5631656537639813,0.3193078898328009,-0.05737319730336413,1.1983947640592583,step1500-tokens6B,Intercept,96.165
-1.1119934374594997,0.4978809404381885,-2.1046194852097666,-0.15967719291765853,step1500-tokens6B,Culture,1.21
-0.5781760508316383,0.48426269270523786,-1.5387983848533584,0.3747530650547974,step1500-tokens6B,Power,90.53999999999999
0.2176515464568904,0.16944194041255367,-0.11812092154874307,0.5484615405274512,step1500-tokens6B,Freq,88.52
0.31308578160220835,0.2636017813644501,-0.20971421751219874,0.8346957604319193,step1500-tokens6B,Len,11.459999999999999
0.6410820958081134,0.29390427498260846,0.07093756028903841,1.2302913021716264,step2000-tokens8B,Intercept,98.625
-0.35243975553747187,0.4391363431722311,-1.2347400115643106,0.5018397904408766,step2000-tokens8B,Culture,21.005
-0.01573163375646841,0.4416757599940466,-0.8881246470519986,0.8560688634729526,step2000-tokens8B,Power,91.28500000000001
0.20729507630398683,0.15351542600042992,-0.09633335657750375,0.511707606522908,step2000-tokens8B,Freq,98.725
0.5518341170528426,0.24467926041996602,0.07352476337712793,1.0335058410857951,step2000-tokens8B,Len,48.91
-0.6479191486841911,0.24268794305234584,-1.1209792349430945,-0.16880949628118075,step20000-tokens83B,Intercept,0.37
0.49289916826300617,0.3686038504546756,-0.23011850417385657,1.2255965249333411,step20000-tokens83B,Culture,91.14
0.03389499296322315,0.3716978082877441,-0.6806759611125872,0.7680146514647772,step20000-tokens83B,Power,84.955
0.12996943497099692,0.12667127350879964,-0.11801220582691764,0.3801310174273985,step20000-tokens83B,Freq,4.635
-0.33762743475007734,0.20036337260611065,-0.7298856077556255,0.05552056159089255,step20000-tokens83B,Len,53.410000000000004
-0.022086831849904977,0.18386637776534023,-0.3814476996004222,0.33540195426605773,step200000-tokens838B,Intercept,45.36
-0.11119528608432085,0.28391201415164263,-0.6612672804392365,0.4459243093273868,step200000-tokens838B,Culture,34.760000000000005
0.8647520085259579,0.29721678155024617,0.2831829302297511,1.4556405764459055,step200000-tokens838B,Power,90.335
0.1271148476377476,0.0985890031457255,-0.06821165314592535,0.31904438722487327,step200000-tokens838B,Freq,94.655
0.24677326563574983,0.15376750536631267,-0.05501178838290374,0.5523173193153047,step200000-tokens838B,Len,99.78
0.36566361515025686,0.2866305277450106,-0.1894574536457945,0.9383933030630839,step2500-tokens10B,Intercept,89.955
-0.563522582274798,0.4387744877800656,-1.43247201941532,0.2846378722136792,step2500-tokens10B,Culture,9.815
0.42519828843817326,0.4443840558371492,-0.440949041371002,1.306714723993879,step2500-tokens10B,Power,93.47
0.22852125235875342,0.15239468006614929,-0.0682461343334115,0.5292811560987848,step2500-tokens10B,Freq,99.94
0.8324111823433117,0.24294585673375746,0.3541414986594482,1.3122017940712465,step2500-tokens10B,Len,83.24000000000001
0.17182682438133673,0.2972366890233472,-0.4070799121488233,0.7572730456484623,step3000-tokens12B,Intercept,71.93
-0.25431828859013617,0.443578154054125,-1.1429079164513891,0.6142684225925392,step3000-tokens12B,Culture,28.09
0.12122887717963822,0.44600867647311954,-0.7464087536207342,1.0083624584271302,step3000-tokens12B,Power,73.885
0.10026635871400555,0.15616005155166598,-0.20235582129401342,0.40525152102188416,step3000-tokens12B,Freq,97.31
0.4856237744586998,0.2502929169137478,-0.007060814348480632,0.9802439825655528,step3000-tokens12B,Len,60.61
-0.0914605847847198,0.22501391415789773,-0.5336307281255828,0.35252670235211425,step30000-tokens125B,Intercept,34.08
0.044382286511480844,0.3411246813550949,-0.61994743204211,0.7176198261881356,step30000-tokens125B,Culture,54.895
1.2035120469659588,0.3695529168237138,0.4947051622356201,1.938596286061396,step30000-tokens125B,Power,21.69
-0.09258696108076378,0.11951914750588612,-0.3265859130338554,0.141125222399655,step30000-tokens125B,Freq,34.8
-0.07108100287620815,0.18606082456677606,-0.4315440723865011,0.29956131153274573,step30000-tokens125B,Len,99.965
0.20370455387836223,0.3110966258007239,-0.39826555175635275,0.8211393427632668,step3500-tokens14B,Intercept,74.275
-0.23488457509936864,0.471028092855106,-1.17347893055114,0.6777333882688285,step3500-tokens14B,Culture,31.075000000000003
-0.07321188829228215,0.47516684307830326,-1.010766199693674,0.8603068818762158,step3500-tokens14B,Power,22.295
-0.1299810823005078,0.17006692705249138,-0.4625160507229758,0.2023363671920297,step3500-tokens14B,Freq,99.405
0.6771817039506209,0.26522255763261376,0.15981338571209464,1.1996370170133797,step3500-tokens14B,Len,43.76
-0.07836106104029382,0.30781249544569905,-0.6807978292441847,0.531730773873157,step4000-tokens16B,Intercept,39.79
-0.39022360600075723,0.4585005900811803,-1.2946832327606086,0.5017678108958944,step4000-tokens16B,Culture,19.345000000000002
-0.25751910687530166,0.46001681609424794,-1.1774473151072504,0.6343325589970501,step4000-tokens16B,Power,72.23
0.09712803939384344,0.16249360865107473,-0.21878891524940824,0.41933840924591326,step4000-tokens16B,Freq,100
1.2844637195586794,0.26227700842778495,0.7615448184942796,1.7968467606595049,step4000-tokens16B,Len,28.67
-0.4662182313937202,0.2206385997315694,-0.8940437057005681,-0.02763882312553566,step40000-tokens167B,Intercept,1.8399999999999999
0.7341618096635559,0.34240879284023323,0.0801453738433227,1.4167946683869554,step40000-tokens167B,Culture,98.69
1.3596498347087451,0.35951865839623637,0.6487964865508185,2.0644964915554067,step40000-tokens167B,Power,35.415
-0.04391074281147126,0.11755436041346694,-0.27481599246980876,0.18668445784268145,step40000-tokens167B,Freq,11.08
-0.2208124567557348,0.1819644531380442,-0.5858327217055634,0.1341878578494979,step40000-tokens167B,Len,99.99
-0.18120624665299245,0.17551782252182302,-0.5268967354559315,0.15902735315941613,step400000-tokens1677B,Intercept,15.24
0.8605427536157949,0.2729384788119958,0.3262630358336998,1.3942993718143604,step400000-tokens1677B,Culture,99.87
0.5621741359744807,0.27525804604292303,0.03078814046992104,1.107510768022837,step400000-tokens1677B,Power,71.405
0.05171018359974181,0.09112477239425837,-0.12489106306419094,0.23031387072516193,step400000-tokens1677B,Freq,0.125
-0.4307706497216993,0.14197423651283977,-0.7083860114462253,-0.15571402292412415,step400000-tokens1677B,Len,98.16
-0.03190882515122018,0.3093382129251671,-0.6396545486310842,0.5635028000335109,step4500-tokens18B,Intercept,45.97
-0.5456037050983231,0.46237761164646146,-1.4565478227497435,0.3500187231642496,step4500-tokens18B,Culture,11.66
0.029777956246423883,0.4659602117613073,-0.8825160298156891,0.9506893256028865,step4500-tokens18B,Power,21.005
-0.13512229042724408,0.16696654955856513,-0.461633195724221,0.1956886606999919,step4500-tokens18B,Freq,100
1.153047896177062,0.2644741145632598,0.6384918236175868,1.6728946796639392,step4500-tokens18B,Len,52.785000000000004
-0.02727569078339369,0.2563009915637043,-0.5286486675760754,0.47786903800031205,step500-tokens2B,Intercept,45.715
-0.39850275699632615,0.39002597920742677,-1.1605951429766865,0.3609022801495424,step500-tokens2B,Culture,15.295
0.5305785268094558,0.403701279738974,-0.2498461252566967,1.3343759365933119,step500-tokens2B,Power,97.2
0.2578829559928025,0.135380645167214,-0.007648020519249711,0.5235676575785055,step500-tokens2B,Freq,98.96000000000001
0.4921462473244733,0.21198781843708395,0.07577479130282497,0.9087171232177306,step500-tokens2B,Len,90.73
-0.1253369865356108,0.28143452284769566,-0.6824742680584139,0.4249055764439437,step5000-tokens20B,Intercept,32.99
0.09409556858769993,0.41970264197332235,-0.7167215387539461,0.9168926238483449,step5000-tokens20B,Culture,58.445
1.1314247800689317,0.464464992998597,0.22677110838543585,2.0575860913149304,step5000-tokens20B,Power,55.364999999999995
0.01973271770211699,0.15317166696397821,-0.2829442269662391,0.3173666471225383,step5000-tokens20B,Freq,99.97500000000001
0.8102311064438846,0.23751332663282942,0.34522171636224513,1.2807324321493145,step5000-tokens20B,Len,99.33999999999999
0.1757019524083645,0.1821677553179563,-0.18646348663859152,0.5371402945089935,step50000-tokens209B,Intercept,83.615
0.2899001621155213,0.2830093426050524,-0.26842080817361097,0.846873443803378,step50000-tokens209B,Culture,84.81
0.7600253538619655,0.288671290302636,0.194354278612121,1.3267741211822917,step50000-tokens209B,Power,27.900000000000002
-0.05565672886653336,0.09624986714032084,-0.24433365122194386,0.13229783882789845,step50000-tokens209B,Freq,34.07
-0.06301830107658005,0.15005266384444466,-0.3576227412378551,0.2339690797846051,step50000-tokens209B,Len,99.575
-0.17519134189066532,0.2473395108325641,-0.6642261310752409,0.30926236698927123,step5500-tokens23B,Intercept,23.47
0.39434937864010655,0.37077188105436737,-0.3249935443349012,1.1303106859570482,step5500-tokens23B,Culture,85.605
0.7047361893680446,0.3836574652410789,-0.04247193086844262,1.4647613189973923,step5500-tokens23B,Power,40.305
-0.03272799122941851,0.12921848726862756,-0.28648991755080666,0.22159556309175332,step5500-tokens23B,Freq,98.905
0.475576388550709,0.20232644583575474,0.07759417139353479,0.8814838787407486,step5500-tokens23B,Len,96.80499999999999
-0.2082365756430692,0.2541624265557896,-0.7043024378677603,0.28778367918581543,step6000-tokens25B,Intercept,20.71
0.19376281720815394,0.3821257975048744,-0.5470500404691836,0.9548950066129233,step6000-tokens25B,Culture,69.575
0.6655818127454499,0.39479900472150453,-0.10086593939638293,1.4443336251694108,step6000-tokens25B,Power,33.410000000000004
-0.057141667885463744,0.1338027146030262,-0.32157143221075946,0.2043540485178927,step6000-tokens25B,Freq,57.425000000000004
0.037160702056539846,0.20919884726006624,-0.37578093291346887,0.451367286530252,step6000-tokens25B,Len,95.58
