...1,binom,Word1,Word2,Alpha Probs,Nonalpha Probs,checkpoint,ProbAandB,log_odds,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,no_final_stress,GenPref,y_vals,num_tokens,n_billion_tokens,bigram1_alpha,bigram2_alpha,bigram1_nonalpha,bigram2_nonalpha,count_bigram1_alpha,count_bigram2_alpha,count_bigram1_nonalpha,count_bigram2_nonalpha,corpus_size,count_and,bigram_prob_alpha,bigram_prob_nonalpha,log_bigram_prob_alpha,log_bigram_prob_nonalpha,log_bigram_odds_ratio
16,bonobos and platypuses,bonobos,platypuses,-39.4853515625,-39.7314453125,step6000-tokens25B,0.5612148072747433,0.24609375,bonobos and platypuses,platypuses and bonobos,0,290761,43558,no,0,1,0,1,0,0,1.898408241,1,2,0,0.6124570309917737,0.4576520560662202,25B,25,bonobos and,and platypuses,platypuses and,and bonobos,35799,3238,5183,36136,1560674367427,43378012800,1.7122445384958538e-15,2.76655517650713e-15,-34.000971289485044,-33.52117346723624,-0.4797978222488055
17,harpies and wolverines,harpies,wolverines,-31.279296875,-31.50390625,step6000-tokens25B,0.5559174577936432,0.224609375,harpies and wolverines,wolverines and harpies,0,186488,1749798,no,0,-1,0,0,0,0,-2.238888738,1,-1,1,0.5714926980135802,0.2879439275730262,25B,25,harpies and,and wolverines,wolverines and,and harpies,19889,29104,59355,7479,1560674367427,43378012800,8.55034580338756e-15,6.5572069785656904e-15,-32.39280466793924,-32.658211648081085,0.26540698014184727
18,keas and wolverines,keas,wolverines,-42.0751953125,-39.400390625,step6000-tokens25B,0.06447654595287614,-2.6748046875,keas and wolverines,wolverines and keas,0,41506,1749798,no,0,-1,-1,-1,0,0,-3.741417637,2,0,0,0.28491468083539706,-0.9202120931179661,25B,25,keas and,and wolverines,wolverines and,and keas,1780,29104,59355,1081,1560674367427,43378012800,7.652277907401004e-16,9.477658435391779e-16,-34.806358118716354,-34.592424202633545,-0.21393391608280865
19,bonobos and wolverines,bonobos,wolverines,-34.872802734375,-33.22802734375,step6000-tokens25B,0.16181632129926365,-1.644775390625,bonobos and wolverines,wolverines and bonobos,0,290761,1749798,no,0,0,0,0,0,0,-1.794754008,0,-1,-1,0.4260534593626886,-0.29797142734636417,25B,25,bonobos and,and wolverines,wolverines and,and bonobos,35799,29104,59355,36136,1560674367427,43378012800,1.539010656219374e-14,3.168220769854924e-14,-31.805051522964717,-31.08302114293831,-0.722030380026407
20,capybaras and ibex,capybaras,ibex,-42.611328125,-46.392578125,step6000-tokens25B,0.9777138144607745,3.78125,capybaras and ibex,ibex and capybaras,0,77225,405760,no,0,0,0,0,0,0,-1.659038613,-2,-1,-1,0.35636088244063857,-0.5911942604630338,25B,25,capybaras and,and ibex,ibex and,and capybaras,7419,14353,28514,4526,1560674367427,43378012800,1.572918084752531e-15,1.9062977915906523e-15,-34.08584384799948,-33.893613362852996,-0.19223048514648156
21,capybaras and harpies,capybaras,harpies,-46.400390625,-39.7900390625,step6000-tokens25B,0.0013445484923464233,-6.6103515625,capybaras and harpies,harpies and capybaras,0,77225,186488,no,0,1,0,-1,-1,0,-0.881643655,-2,0,0,0.4042523912313735,-0.3877776884851256,25B,25,capybaras and,and harpies,harpies and,and capybaras,7419,7479,19889,4526,1560674367427,43378012800,8.196094444272404e-16,1.329675134212895e-15,-34.737703734379195,-34.25384174250366,-0.4838619918755356
22,capybaras and keas,capybaras,keas,-45.15234375,-45.48046875,step6000-tokens25B,0.5813030906443133,0.328125,capybaras and keas,keas and capybaras,0,77225,41506,no,0,1,1,1,0,0,0.6208852437,-3,-1,-1,0.5934734630919691,0.3783432921802061,25B,25,capybaras and,and keas,keas and,and capybaras,7419,1081,1780,4526,1560674367427,43378012800,1.1846474253588002e-16,1.1900154552259807e-16,-36.671916288931655,-36.667395193280775,-0.0045210956508796585
23,ibex and narwhals,ibex,narwhals,-38.587890625,-34.89453125,step6000-tokens25B,0.024283869402036844,-3.693359375,ibex and narwhals,narwhals and ibex,0,405760,86641,no,0,1,0,-1,0,0,1.543988707,0,0,0,0.5357407880252771,0.14320739692737267,25B,25,ibex and,and narwhals,narwhals and,and ibex,28514,7131,9914,14353,1560674367427,43378012800,3.0034930516643707e-15,2.1018883801370254e-15,-33.43900043301818,-33.79594022560849,0.3569397925903104
24,harpies and narwhals,harpies,narwhals,-33.843902587890625,-31.32666015625,step6000-tokens25B,0.07465822675165436,-2.517242431640625,harpies and narwhals,narwhals and harpies,0,186488,86641,no,0,-1,0,0,1,0,0.7665937492,0,-1,-1,0.4233333096548839,-0.3091046050334284,25B,25,harpies and,and narwhals,narwhals and,and harpies,19889,7131,9914,7479,1560674367427,43378012800,2.0949874905152794e-15,1.09524302898661e-15,-33.79922881266884,-34.4478001119882,0.6485712993193644
25,keas and narwhals,keas,narwhals,-39.224609375,-39.947265625,step6000-tokens25B,0.673191673026022,0.72265625,keas and narwhals,narwhals and keas,0,41506,86641,no,0,0,-1,-1,0,0,-0.7359351495,1,0,0,0.36200860449946104,-0.5666568156987601,25B,25,keas and,and narwhals,narwhals and,and keas,1780,7131,9914,1081,1560674367427,43378012800,1.874944810255517e-16,1.5830428056351458e-16,-36.21278226344595,-36.38201266654066,0.1692304030947085
26,ibex and ocelots,ibex,ocelots,-40.74609375,-42.033203125,step6000-tokens25B,0.7836575190503932,1.287109375,ibex and ocelots,ocelots and ibex,0,405760,84729,no,0,0,0,0,0,0,1.566303924,1,0,0,0.5764726271403577,0.3083097106173805,25B,25,ibex and,and ocelots,ocelots and,and ibex,28514,6980,10953,14353,1560674367427,43378012800,2.9398936335180627e-15,2.322168996130809e-15,-33.46040299329006,-33.69627473386526,0.23587174057519888
27,keas and ocelots,keas,ocelots,-42.126953125,-45.79296875,step6000-tokens25B,0.975059746062584,3.666015625,keas and ocelots,ocelots and keas,0,41506,84729,no,0,-1,-1,-1,0,0,-0.7136199328,2,0,0,0.3404638478266884,-0.661227842034413,25B,25,keas and,and ocelots,ocelots and,and keas,1780,6980,10953,1081,1560674367427,43378012800,1.835242571249966e-16,1.7489477355378002e-16,-36.23418482371784,-36.28234717479743,0.04816235107958988
28,bonobos and ocelots,bonobos,ocelots,-35.145751953125,-41.809814453125,step6000-tokens25B,0.9987256737086128,6.6640625,bonobos and ocelots,ocelots and bonobos,0,290761,84729,no,0,0,1,0,0,0,1.233043696,0,-1,-1,0.5937242316635813,0.3793827937200819,25B,25,bonobos and,and ocelots,ocelots and,and bonobos,35799,6980,10953,36136,1560674367427,43378012800,3.6910027420324454e-15,5.846436204569284e-15,-33.232878227966204,-32.7729441151022,-0.4599341128640049
29,harpies and ibex,harpies,ibex,-33.71875,-41.0390625,step6000-tokens25B,0.9993384825771259,7.3203125,harpies and ibex,ibex and harpies,0,186488,405760,no,0,-1,0,0,1,0,-0.777394958,0,-1,-1,0.39146210219709704,-0.4411704819779082,25B,25,harpies and,and ibex,ibex and,and harpies,19889,14353,28514,7479,1560674367427,43378012800,4.21670950096281e-15,3.1500665451406296e-15,-33.09972131012576,-33.39135281685481,0.291631506729054
30,ibex and keas,ibex,keas,-38.90234375,-38.029296875,step6000-tokens25B,0.29462070644095817,-0.873046875,ibex and keas,keas and ibex,0,405760,41506,no,0,1,1,1,0,0,2.279923857,-1,0,0,0.729375607633055,0.9914569826689006,25B,25,ibex and,and keas,keas and,and ibex,28514,1081,1780,14353,1560674367427,43378012800,4.553044438156197e-16,3.7738161354084185e-16,-35.32556537140727,-35.513274760902874,0.1877093894956019
31,bonobos and ibex,bonobos,ibex,-35.0361328125,-39.9150390625,step6000-tokens25B,0.9924520766240994,4.87890625,bonobos and ibex,ibex and bonobos,0,290761,405760,no,0,0,0,0,0,0,-0.3332602279,-1,-1,-1,0.41936578233907684,-0.32537745688874503,25B,25,bonobos and,and ibex,ibex and,and bonobos,35799,14353,28514,36136,1560674367427,43378012800,7.589822687162134e-15,1.522005678235082e-14,-32.51196816515124,-31.81616231171204,-0.6958058534391967
32,ibex and koalas,ibex,koalas,-38.9912109375,-33.81640625,step6000-tokens25B,0.005625496507951314,-5.1748046875,ibex and koalas,koalas and ibex,0,405760,625349,no,0,0,-1,0,0,0,-0.4325480421,1,1,1,0.4713669959544411,-0.11465746170600533,25B,25,ibex and,and koalas,koalas and,and ibex,28514,29851,74175,14353,1560674367427,43378012800,1.257288894758563e-14,1.572600066538873e-14,-32.00723356994935,-31.783460959029984,-0.22377261091936518
33,ibex and sloths,ibex,sloths,-38.90625,-34.27734375,step6000-tokens25B,0.009670992763446974,-4.62890625,ibex and sloths,sloths and ibex,0,405760,420234,no,0,0,-1,1,0,0,-0.03504984718,-1,0,0,0.42746759137981555,-0.29219086690446183,25B,25,ibex and,and sloths,sloths and,and ibex,28514,20620,55800,14353,1560674367427,43378012800,8.684900676667975e-15,1.1830277548078075e-14,-32.377190431475526,-32.0681142558196,-0.3090761756559246
34,aardvarks and ibex,aardvarks,ibex,-45.67578125,-47.12890625,step6000-tokens25B,0.8104789086703224,1.453125,aardvarks and ibex,ibex and aardvarks,0,58045,405760,no,0,0,1,0,0,0,-1.94454328,0,0,0,0.5680652808348717,0.2739618793826944,25B,25,aardvarks and,and ibex,ibex and,and aardvarks,5986,14353,28514,2930,1560674367427,43378012800,1.2691046846379097e-15,1.2340814249581553e-15,-34.300464715776364,-34.328449487035364,0.027984771258999785
35,harpies and keas,harpies,keas,-37.396484375,-39.568359375,step6000-tokens25B,0.8976952921073469,2.171875,harpies and keas,keas and harpies,0,186488,41506,no,0,-1,1,1,1,0,1.502528899,-1,-1,-1,0.5694166848584832,0.2794716406909925,25B,25,harpies and,and keas,keas and,and harpies,19889,1081,1780,7479,1560674367427,43378012800,3.1758259392049035e-16,1.9664440100828791e-16,-35.68579375105793,-36.165134647282585,0.4793408962246559
36,bonobos and harpies,bonobos,harpies,-35.63671875,-35.806884765625,step6000-tokens25B,0.5424391459632139,0.170166015625,bonobos and harpies,harpies and bonobos,0,290761,186488,no,0,1,0,-1,-1,0,0.44413473,-1,0,0,0.4695475164299526,-0.12196088491939039,25B,25,bonobos and,and harpies,harpies and,and bonobos,35799,7479,19889,36136,1560674367427,43378012800,3.954872422300955e-15,1.0616248486504016e-14,-33.163828051530956,-32.1763906913627,-0.9874373601682578
37,harpies and koalas,harpies,koalas,-29.7890625,-36.94921875,step6000-tokens25B,0.9992236700085755,7.16015625,harpies and koalas,koalas and harpies,0,186488,625349,no,0,-1,-1,0,1,0,-1.209943,1,0,0,0.3594510874965562,-0.57774737367536,25B,25,harpies and,and koalas,koalas and,and harpies,19889,29851,74175,7479,1560674367427,43378012800,8.769803895578685e-15,8.19443732853357e-15,-32.36746194960001,-32.4353208454097,0.0678588958096853
38,harpies and wombats,harpies,wombats,-36.09228515625,-38.6767578125,step6000-tokens25B,0.9298555559997234,2.58447265625,harpies and wombats,wombats and harpies,0,186488,228721,no,0,-1,0,1,1,0,-0.2041360263,0,-1,-1,0.46693255202911266,-0.13246314116030422,25B,25,harpies and,and wombats,wombats and,and harpies,19889,13380,28292,7479,1560674367427,43378012800,3.930855787841037e-15,3.1255412322058883e-15,-33.16991923501492,-33.39916893241284,0.22924969739791834
39,aardvarks and harpies,aardvarks,harpies,-42.443359375,-42.0830078125,step6000-tokens25B,0.4108744652385672,-0.3603515625,aardvarks and harpies,harpies and aardvarks,0,58045,186488,no,0,1,0,0,-1,0,-1.167148322,0,1,1,0.5790029683650513,0.3186818213606025,25B,25,aardvarks and,and harpies,harpies and,and aardvarks,5986,7479,19889,2930,1560674367427,43378012800,6.612996541773098e-16,8.607927846318564e-16,-34.952324602156075,-34.68867786668603,-0.26364673547004713
40,bonobos and keas,bonobos,keas,-38.9189453125,-41.2647705078125,step6000-tokens25B,0.9126018192953416,2.3458251953125,bonobos and keas,keas and bonobos,0,290761,41506,no,0,1,1,1,0,0,1.946663629,-2,-1,-1,0.6556932495586142,0.6441600957716019,25B,25,bonobos and,and keas,keas and,and bonobos,35799,1081,1780,36136,1560674367427,43378012800,5.716295077560277e-16,9.501192772878048e-16,-35.098040606083416,-34.589944142139814,-0.5080964639436019
41,keas and koalas,keas,koalas,-35.7127685546875,-37.33984375,step6000-tokens25B,0.8357685758071973,1.6270751953125,keas and koalas,koalas and keas,0,41506,625349,no,0,-1,-1,-1,0,0,-2.712471899,2,1,1,0.3394323126090292,-0.6658250443663524,25B,25,keas and,and koalas,koalas and,and keas,1780,29851,74175,1081,1560674367427,43378012800,7.848685672547669e-16,1.1844079090981131e-15,-34.78101540037713,-34.36953339996216,-0.41148200041497063
42,keas and sloths,keas,sloths,-39.890625,-39.666015625,step6000-tokens25B,0.44408254220635685,-0.224609375,keas and sloths,sloths and keas,0,41506,420234,no,0,-1,-1,0,0,0,-2.314973704,0,0,0,0.30082792751274773,-0.843358449557966,25B,25,keas and,and sloths,sloths and,and keas,1780,20620,55800,1081,1560674367427,43378012800,5.421590518506346e-16,8.910004897563157e-16,-35.150972261903306,-34.65418669675178,-0.4967855651515265
43,keas and wombats,keas,wombats,-40.7158203125,-44.25,step6000-tokens25B,0.9716447949525059,3.5341796875,keas and wombats,wombats and keas,0,41506,228721,no,0,-1,-1,-1,0,0,-1.706664925,1,0,0,0.2893415476569124,-0.8985841218256359,25B,25,keas and,and wombats,wombats and,and keas,1780,13380,28292,1081,1560674367427,43378012800,3.5179864761209947e-16,4.517596031574495e-16,-35.58347268579204,-35.3333814869653,-0.2500911988267376
44,keas and lions,keas,lions,-36.3828125,-34.193359375,step6000-tokens25B,0.10070160818492736,-2.189453125,keas and lions,lions and keas,0,41506,19766321,no,0,-1,-1,-1,-1,0,-6.165896814,0,1,1,0.2167473539716161,-1.284722900251833,25B,25,keas and,and lions,lions and,and keas,1780,347621,1189276,1081,1560674367427,43378012800,9.139954983674563e-15,1.899006269633391e-14,-32.32612093465647,-31.594860568547237,-0.7312603661092361
45,aardvarks and keas,aardvarks,keas,-46.76171875,-49.103515625,step6000-tokens25B,0.9122799870400569,2.341796875,aardvarks and keas,keas and aardvarks,0,58045,41506,no,0,1,1,1,0,0,0.3353805767,-1,0,0,0.6953240963767371,0.8251294620259344,25B,25,aardvarks and,and keas,keas and,and aardvarks,5986,1081,1780,2930,1560674367427,43378012800,9.558295576489795e-17,7.703811939487679e-17,-36.886537156708535,-37.10223131746314,0.2156941607546088
46,bonobos and wombats,bonobos,wombats,-36.271484375,-38.7333984375,step6000-tokens25B,0.9214283492343645,2.4619140625,bonobos and wombats,wombats and bonobos,0,290761,228721,no,0,0,0,1,0,0,0.2399987037,-1,-1,-1,0.49583256748790977,-0.016670116079694597,25B,25,bonobos and,and wombats,wombats and,and bonobos,35799,13380,28292,36136,1560674367427,43378012800,7.075303250486264e-15,1.5101558760127288e-14,-32.5821660900404,-31.823978427270067,-0.7581876627703359
47,aardvarks and bonobos,aardvarks,bonobos,-45.17578125,-44.373046875,step6000-tokens25B,0.3094409135901336,-0.802734375,aardvarks and bonobos,bonobos and aardvarks,0,58045,290761,no,0,0,0,0,0,0,-1.611283052,1,1,1,0.550548918849493,0.20288879627999296,25B,25,aardvarks and,and bonobos,bonobos and,and aardvarks,5986,36136,35799,2930,1560674367427,43378012800,3.195176401036404e-15,1.5493750765265137e-15,-33.377134097013304,-34.10092472171151,0.7237906246982035
48,ocarinas and vibraphones,ocarinas,vibraphones,-46.5,-44.509765625,step6000-tokens25B,0.12023206893638218,-1.990234375,ocarinas and vibraphones,vibraphones and ocarinas,0,25781,16255,no,0,0,1,0,0,0,0.4612372328,-1,-1,-1,0.5401509282596678,0.16095026655090905,25B,25,ocarinas and,and vibraphones,vibraphones and,and ocarinas,2477,1923,3737,1034,1560674367427,43378012800,7.035959658092461e-17,5.707707204677088e-17,-37.19291248768225,-37.40212917820653,0.20921669052427916
49,cymbals and ocarinas,cymbals,ocarinas,-38.5703125,-40.3720703125,step6000-tokens25B,0.8583627777739121,1.8017578125,cymbals and ocarinas,ocarinas and cymbals,0,840625,25781,no,0,0,1,1,0,0,3.484507876,2,0,0,0.7863131089907258,1.3028432531177554,25B,25,cymbals and,and ocarinas,ocarinas and,and cymbals,139792,1034,2477,78823,1560674367427,43378012800,2.135113207268449e-15,2.884011690742704e-15,-33.78025672515414,-33.47959412184061,-0.30066260331352623
50,clarinets and ocarinas,clarinets,ocarinas,-47.02734375,-41.59375,step6000-tokens25B,0.004348381321947625,-5.43359375,clarinets and ocarinas,ocarinas and clarinets,0,243271,25781,no,0,0,1,1,0,0,2.244538262,0,1,1,0.7423705361505314,1.0583261274000662,25B,25,clarinets and,and ocarinas,ocarinas and,and clarinets,38585,1034,2477,15318,1560674367427,43378012800,5.89328023795733e-16,5.604619346992215e-16,-35.06754872880031,-35.117770346801485,0.050221618001174306
51,cellos and ocarinas,cellos,ocarinas,-44.4375,-41.8046875,step6000-tokens25B,0.06705628692511957,-2.6328125,cellos and ocarinas,ocarinas and cellos,0,268657,25781,no,0,0,1,0,0,0,2.343797687,2,0,0,0.7202291749686441,0.9455986739323422,25B,25,cellos and,and ocarinas,ocarinas and,and cellos,59080,1034,2477,32182,1560674367427,43378012800,9.02358420263105e-16,1.1774896189117605e-15,-34.6415198710467,-34.37539166425193,-0.2661282067947681
52,didgeridoos and vibraphones,didgeridoos,vibraphones,-57.91015625,-54.5927734375,step6000-tokens25B,0.03497964705905926,-3.3173828125,didgeridoos and vibraphones,vibraphones and didgeridoos,0,27696,16255,no,0,0,0,0,0,0,0.5328874447,-1,0,0,0.47878389059777837,-0.08491542531611426,25B,25,didgeridoos and,and vibraphones,vibraphones and,and didgeridoos,4469,1923,3737,2253,1560674367427,43378012800,1.2694268757373925e-16,1.2436619276728704e-16,-36.602795968238155,-36.623301292842655,0.02050532460449972
53,lutes and marimbas,lutes,marimbas,-37.81884765625,-40.6015625,step6000-tokens25B,0.9417345882046603,2.78271484375,lutes and marimbas,marimbas and lutes,0,159875,46966,no,0,0,0,0,0,0,1.224968324,2,1,1,0.6451767867370823,0.5979046925768685,25B,25,lutes and,and marimbas,marimbas and,and lutes,17913,3367,9192,7183,1560674367427,43378012800,8.90901093831668e-16,9.752903609215732e-16,-34.65429825838421,-34.563796441156995,-0.09050181722721362
54,kalimbas and lutes,kalimbas,lutes,-46.1875,-40.6298828125,step6000-tokens25B,0.0038431316038286113,-5.5576171875,kalimbas and lutes,lutes and kalimbas,0,14400,159875,no,0,0,0,0,0,0,-2.407164053,-2,-1,-1,0.3418219367188277,-0.6551855589986626,25B,25,kalimbas and,and lutes,lutes and,and kalimbas,1480,7183,17913,494,1560674367427,43378012800,1.5703108509181117e-16,1.3071135739615204e-16,-36.39008789392742,-36.57354016035736,0.1834522664299385
55,clarinets and kalimbas,clarinets,kalimbas,-47.306640625,-45.58984375,step6000-tokens25B,0.15228420661008757,-1.716796875,clarinets and kalimbas,kalimbas and clarinets,0,243271,14400,no,0,0,1,1,0,0,2.826947842,0,1,1,0.7517827161314903,1.1081428336783479,25B,25,clarinets and,and kalimbas,kalimbas and,and clarinets,38585,494,1480,15318,1560674367427,43378012800,2.8155516804167515e-16,3.348743089845974e-16,-35.80620326668076,-35.63277640953269,-0.1734268571480726
56,kalimbas and trumpets,kalimbas,trumpets,-45.9287109375,-43.109375,step6000-tokens25B,0.056288198072748374,-2.8193359375,kalimbas and trumpets,trumpets and kalimbas,0,14400,1217280,no,0,0,-1,-1,0,0,-4.437145934,-1,0,0,0.23360373298298662,-1.1880731247805756,25B,25,kalimbas and,and trumpets,trumpets and,and kalimbas,1480,65767,192845,494,1560674367427,43378012800,1.4377646350039181e-15,1.4071920793312644e-15,-34.17568682424875,-34.19718010915838,0.021493284909631427
57,cellos and kalimbas,cellos,kalimbas,-49.33203125,-45.701171875,step6000-tokens25B,0.025809622034311492,-3.630859375,cellos and kalimbas,kalimbas and cellos,0,268657,14400,no,0,0,1,1,0,0,2.926207266,1,0,0,0.7507606214255281,1.1026730601250883,25B,25,cellos and,and kalimbas,kalimbas and,and cellos,59080,494,1480,32182,1560674367427,43378012800,4.311074077465898e-16,7.035464820304423e-16,-35.38017440892715,-34.89039772698313,-0.489776681944015
58,kalimbas and saxophones,kalimbas,saxophones,-44.7349853515625,-39.7548828125,step6000-tokens25B,0.006826437188856977,-4.9801025390625,kalimbas and saxophones,saxophones and kalimbas,0,14400,327480,no,0,0,-1,-1,0,0,-3.124198778,0,-1,-1,0.2516692211660172,-1.0897294870595946,25B,25,kalimbas and,and saxophones,saxophones and,and kalimbas,1480,17943,52842,494,1560674367427,43378012800,3.9226072111963907e-16,3.855886533538473e-16,-35.47460495028956,-35.49176053753895,0.017155587249391147
59,lutes and saxophones,lutes,saxophones,-33.98150634765625,-28.9443359375,step6000-tokens25B,0.00645021690793522,-5.03717041015625,lutes and saxophones,saxophones and lutes,0,159875,327480,no,0,0,-1,-1,0,0,-0.7170347246,2,0,0,0.3982829830330127,-0.41262449802671775,25B,25,lutes and,and saxophones,saxophones and,and lutes,17913,17943,52842,7183,1560674367427,43378012800,4.747679930686551e-15,5.606646350284788e-15,-32.98112033183262,-32.81482365265207,-0.16629667918054736
60,casserole and eagle,casserole,eagle,-30.792236328125,-32.6636962890625,step6000-tokens25B,0.8666271167485106,1.8714599609375,casserole and eagle,eagle and casserole,0,3588647,16512285,yes,0,-1,0,0,-1,0,-1.526329398,-1,1,1,0.4104156334723091,-0.36224743874921694,25B,25,casserole and,and eagle,eagle and,and casserole,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
61,kite and linguist,kite,linguist,-35.083984375,-30.48046875,step6000-tokens25B,0.009917222854428294,-4.603515625,kite and linguist,linguist and kite,0,4339660,874073,yes,0,-1,1,0,0,0,1.602387387,1,1,1,0.6563896565436474,0.6472463083884862,25B,25,kite and,and linguist,linguist and,and kite,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
62,algorithm and perfume,algorithm,perfume,-31.109375,-31.859375,step6000-tokens25B,0.679178699175393,0.75,algorithm and perfume,perfume and algorithm,0,54688589,7461375,yes,0,-1,-1,0,0,0,1.991915363,-2,-1,-1,0.27965503015341253,-0.9461734136298062,25B,25,algorithm and,and perfume,perfume and,and algorithm,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
63,forest and screwdriver,forest,screwdriver,-32.140625,-33.685546875,step6000-tokens25B,0.8241790822663342,1.544921875,forest and screwdriver,screwdriver and forest,0,73685641,2733340,yes,0,0,0,0,0,0,3.294283645,1,0,0,0.6120917518078585,0.45611335460257046,25B,25,forest and,and screwdriver,screwdriver and,and forest,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
64,slipper and volcano,slipper,volcano,-32.1298828125,-33.01953125,step6000-tokens25B,0.7088176170798594,0.8896484375,slipper and volcano,volcano and slipper,0,1118544,6804199,yes,0,0,1,-1,-1,0,-1.805512082,1,0,0,0.5398950778258259,0.1599202651998474,25B,25,slipper and,and volcano,volcano and,and slipper,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
65,harmonica and microscope,harmonica,microscope,-33.7578125,-32.9365234375,step6000-tokens25B,0.30549009623571505,-0.8212890625,harmonica and microscope,microscope and harmonica,0,1359198,7785003,yes,0,0,0,0,0,0,-1.745304371,-1,-2,-1,0.43724742839241704,-0.25234081693175797,25B,25,harmonica and,and microscope,microscope and,and harmonica,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
66,cookbook and zenith,cookbook,zenith,-31.388671875,-34.623046875,step6000-tokens25B,0.9621075733703927,3.234375,cookbook and zenith,zenith and cookbook,0,7003414,2247901,yes,0,1,1,0,0,0,1.136400853,0,1,1,0.7216705216910971,0.9527631078897986,25B,25,cookbook and,and zenith,zenith and,and cookbook,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
67,hammock and hydrogen,hammock,hydrogen,-33.40576171875,-35.9580078125,step6000-tokens25B,0.9277242643757546,2.55224609375,hammock and hydrogen,hydrogen and hammock,0,2652599,20814788,yes,0,1,-1,0,0,0,-2.060123782,1,1,0,0.4097086868275882,-0.3651697789577366,25B,25,hammock and,and hydrogen,hydrogen and,and hammock,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
68,neuron and toaster,neuron,toaster,-31.23828125,-33,step6000-tokens25B,0.8534247908404915,1.76171875,neuron and toaster,toaster and neuron,0,4244660,2894568,yes,0,-1,-1,0,0,0,0.3828258452,0,1,0,0.3086544654725901,-0.8064173322613784,25B,25,neuron and,and toaster,toaster and,and neuron,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
69,marshmallow and telescope,marshmallow,telescope,-34.9853515625,-31.546875,step6000-tokens25B,0.031114377331027288,-3.4384765625,marshmallow and telescope,telescope and marshmallow,0,2541363,8152575,yes,0,0,0,0,0,0,-1.165633277,0,-1,-1,0.43926162284748926,-0.24415925847749906,25B,25,marshmallow and,and telescope,telescope and,and marshmallow,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
70,casserole and optics,casserole,optics,-33.839111328125,-35.14019775390625,step6000-tokens25B,0.7860177699421396,1.30108642578125,casserole and optics,optics and casserole,0,3588647,6974820,yes,0,1,0,0,0,0,-0.6645312697,-1,1,1,0.5567380190984357,0.22793381228995027,25B,25,casserole and,and optics,optics and,and casserole,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
71,encyclopedia and comet,encyclopedia,comet,-32.3984375,-31.953125,step6000-tokens25B,0.39047583743349734,-0.4453125,encyclopedia and comet,comet and encyclopedia,0,10025067,3887981,yes,0,1,0,-1,0,0,0.9471986567,-4,-1,0,0.4197778461808315,-0.323685420355864,25B,25,encyclopedia and,and comet,comet and,and encyclopedia,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
72,nimbus and waffle,nimbus,waffle,-37.44921875,-36.2978515625,step6000-tokens25B,0.2402394492794089,-1.1513671875,nimbus and waffle,waffle and nimbus,0,587749,3154327,yes,0,-1,-1,0,0,0,-1.680230454,0,0,0,0.3123693909163303,-0.7890653556027261,25B,25,nimbus and,and waffle,waffle and,and nimbus,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
73,photon and pumpkin,photon,pumpkin,-29.16015625,-33.13671875,step6000-tokens25B,0.9815951096107582,3.9765625,photon and pumpkin,pumpkin and photon,0,7096631,15686397,yes,0,-1,-1,0,0,0,-0.7931737393,0,1,1,0.36660370145289306,-0.5468148582413699,25B,25,photon and,and pumpkin,pumpkin and,and photon,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
74,lantern and syntax,lantern,syntax,-33.9765625,-29.33203125,step6000-tokens25B,0.009522485670336662,-4.64453125,lantern and syntax,syntax and lantern,0,4902023,12562326,yes,0,1,1,0,0,0,-0.9410543579,0,-1,-1,0.6088106571896519,0.44231561614875736,25B,25,lantern and,and syntax,syntax and,and lantern,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
75,echo and vineyard,echo,vineyard,-34.076171875,-31.541015625,step6000-tokens25B,0.07343005269989412,-2.53515625,echo and vineyard,vineyard and echo,0,45064711,6846272,yes,0,-1,0,0,0,0,1.884395208,0,0,0,0.4835576118286375,-0.06579327599821186,25B,25,echo and,and vineyard,vineyard and,and echo,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
